"ID","ID2","color","z","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","quality2","quality3"
463,462,"red",0,11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,"5","0","1"
464,463,"red",0,8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,"5","0","1"
466,465,"red",0,10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,"5","0","1"
470,469,"red",0,8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,"5","0","1"
471,470,"red",0,13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,"5","0","1"
474,473,"red",0,9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,"5","0","1"
476,475,"red",0,9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,"5","0","1"
477,476,"red",0,9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,"5","0","1"
479,478,"red",0,9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,"5","0","1"
481,480,"red",0,10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,"5","0","1"
483,482,"red",0,10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,"5","0","1"
484,483,"red",0,10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,"5","0","1"
486,485,"red",0,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,"5","0","1"
487,486,"red",0,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,"5","0","1"
498,497,"red",0,7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,"5","0","1"
511,510,"red",0,12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,"5","0","1"
516,515,"red",0,8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,"5","0","1"
518,517,"red",0,10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,"3","0","1"
520,519,"red",0,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,"5","0","1"
522,521,"red",0,7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,"5","0","1"
523,522,"red",0,8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,"5","0","1"
524,523,"red",0,9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,"5","0","1"
525,524,"red",0,9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,"5","0","1"
526,525,"red",0,10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,"5","0","1"
527,526,"red",0,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,"5","0","1"
530,529,"red",0,9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,"5","0","1"
532,531,"red",0,11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,"5","0","1"
533,532,"red",0,11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,"5","0","1"
537,536,"red",0,9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,"5","0","1"
540,539,"red",0,11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,"5","0","1"
541,540,"red",0,9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,"5","0","1"
543,542,"red",0,9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,"5","0","1"
546,545,"red",0,9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,"5","0","1"
554,553,"red",0,5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,"5","0","1"
555,554,"red",0,15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,"5","0","1"
556,555,"red",0,15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,"5","0","1"
558,557,"red",0,15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,"5","0","1"
561,560,"red",0,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,"5","0","1"
562,561,"red",0,9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,"5","0","1"
563,562,"red",0,9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,"5","0","1"
566,565,"red",0,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,"5","0","1"
573,572,"red",0,10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,"5","0","1"
574,573,"red",0,10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,"4","0","1"
577,576,"red",0,9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,"4","0","1"
578,577,"red",0,8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,"5","0","1"
579,578,"red",0,8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,"5","0","1"
581,580,"red",0,12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,"5","0","1"
582,581,"red",0,12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,"5","0","1"
583,582,"red",0,11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,"5","0","1"
588,587,"red",0,7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,"5","0","1"
591,590,"red",0,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,"5","0","1"
593,592,"red",0,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,"5","0","1"
594,593,"red",0,9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,"5","0","1"
595,594,"red",0,7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,"5","0","1"
596,595,"red",0,8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,"5","0","1"
601,600,"red",0,8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,"4","0","1"
603,602,"red",0,7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,"5","0","1"
611,610,"red",0,8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,"5","0","1"
612,611,"red",0,13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,"5","0","1"
614,613,"red",0,8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,"5","0","1"
616,615,"red",0,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,"5","0","1"
617,616,"red",0,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,"5","0","1"
619,618,"red",0,11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,"5","0","1"
620,619,"red",0,11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,"5","0","1"
621,620,"red",0,8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,"5","0","1"
622,621,"red",0,8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,"5","0","1"
623,622,"red",0,10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,"5","0","1"
625,624,"red",0,6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,"5","0","1"
626,625,"red",0,6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,"5","0","1"
627,626,"red",0,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,"5","0","1"
628,627,"red",0,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,"5","0","1"
630,629,"red",0,7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,"5","0","1"
632,631,"red",0,10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,"5","0","1"
634,633,"red",0,10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,"4","0","1"
635,634,"red",0,7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,"5","0","1"
636,635,"red",0,8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,"5","0","1"
637,636,"red",0,9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,"5","0","1"
638,637,"red",0,9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,"5","0","1"
641,640,"red",0,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,"5","0","1"
642,641,"red",0,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,"5","0","1"
643,642,"red",0,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,"5","0","1"
644,643,"red",0,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,"5","0","1"
645,644,"red",0,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,"5","0","1"
647,646,"red",0,7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,"5","0","1"
648,647,"red",0,8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,"4","0","1"
651,650,"red",0,10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,"5","0","1"
652,651,"red",0,9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,"5","0","1"
653,652,"red",0,15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,"5","0","1"
655,654,"red",0,8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,"5","0","1"
656,655,"red",0,9.7,0.55,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,"5","0","1"
657,656,"red",0,10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,"5","0","1"
660,659,"red",0,7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,"4","0","1"
662,661,"red",0,7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,"5","0","1"
665,664,"red",0,12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,"5","0","1"
666,665,"red",0,9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,"5","0","1"
669,668,"red",0,10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,"5","0","1"
671,670,"red",0,6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,"5","0","1"
672,671,"red",0,8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,"5","0","1"
673,672,"red",0,9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,"5","0","1"
674,673,"red",0,8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,"5","0","1"
676,675,"red",0,9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,"5","0","1"
678,677,"red",0,8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,"5","0","1"
679,678,"red",0,8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,"5","0","1"
680,679,"red",0,10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,"5","0","1"
681,680,"red",0,13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,"5","0","1"
683,682,"red",0,8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,"5","0","1"
684,683,"red",0,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,"5","0","1"
685,684,"red",0,9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,"5","0","1"
686,685,"red",0,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,"5","0","1"
687,686,"red",0,7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,"5","0","1"
688,687,"red",0,9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,"5","0","1"
689,688,"red",0,7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,"5","0","1"
690,689,"red",0,8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,"5","0","1"
691,690,"red",0,7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,"3","0","1"
692,691,"red",0,9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,"5","0","1"
693,692,"red",0,8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,"5","0","1"
694,693,"red",0,9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,"5","0","1"
695,694,"red",0,9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,"5","0","1"
699,698,"red",0,9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,"5","0","1"
704,703,"red",0,7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,"4","0","1"
705,704,"red",0,9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,"4","0","1"
706,705,"red",0,8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,"5","0","1"
707,706,"red",0,7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,"5","0","1"
708,707,"red",0,7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,"5","0","1"
711,710,"red",0,10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,"5","0","1"
712,711,"red",0,8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,"5","0","1"
713,712,"red",0,8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,"5","0","1"
714,713,"red",0,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,"5","0","1"
715,714,"red",0,9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,"5","0","1"
717,716,"red",0,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,"5","0","1"
718,717,"red",0,7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,"5","0","1"
719,718,"red",0,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,"5","0","1"
720,719,"red",0,7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,"5","0","1"
721,720,"red",0,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,"5","0","1"
722,721,"red",0,8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,"5","0","1"
723,722,"red",0,7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,"5","0","1"
724,723,"red",0,7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,"5","0","1"
725,724,"red",0,7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,"4","0","1"
726,725,"red",0,9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,"5","0","1"
728,727,"red",0,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,"5","0","1"
729,728,"red",0,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,"5","0","1"
731,730,"red",0,9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,"5","0","1"
732,731,"red",0,8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,"5","0","1"
733,732,"red",0,7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,"5","0","1"
734,733,"red",0,7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,"5","0","1"
735,734,"red",0,7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,"5","0","1"
736,735,"red",0,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,"5","0","1"
737,736,"red",0,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,"5","0","1"
739,738,"red",0,9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,"5","0","1"
740,739,"red",0,9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,"5","0","1"
742,741,"red",0,9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,"5","0","1"
743,742,"red",0,6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,"5","0","1"
744,743,"red",0,11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,"5","0","1"
745,744,"red",0,11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,"5","0","1"
748,747,"red",0,8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,"5","0","1"
751,750,"red",0,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,"5","0","1"
752,751,"red",0,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,"5","0","1"
753,752,"red",0,7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,"5","0","1"
754,753,"red",0,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,"5","0","1"
758,757,"red",0,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,"5","0","1"
759,758,"red",0,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,"5","0","1"
760,759,"red",0,8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,"5","0","1"
761,760,"red",0,9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,"5","0","1"
762,761,"red",0,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,"5","0","1"
764,763,"red",0,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,"5","0","1"
767,766,"red",0,8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,"5","0","1"
768,767,"red",0,7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,"5","0","1"
770,769,"red",0,7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,"5","0","1"
772,771,"red",0,9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,"5","0","1"
773,772,"red",0,9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,"5","0","1"
776,775,"red",0,7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,"5","0","1"
779,778,"red",0,8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,"5","0","1"
780,779,"red",0,7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,"5","0","1"
782,781,"red",0,6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,"5","0","1"
783,782,"red",0,9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,"5","0","1"
784,783,"red",0,6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,"5","0","1"
785,784,"red",0,7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,"5","0","1"
786,785,"red",0,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,"5","0","1"
787,786,"red",0,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,"5","0","1"
790,789,"red",0,8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,"5","0","1"
792,791,"red",0,8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,"5","0","1"
794,793,"red",0,7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,"5","0","1"
796,795,"red",0,10.8,0.89,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2,"5","0","1"
797,796,"red",0,8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,"5","0","1"
801,800,"red",0,7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,"5","0","1"
802,801,"red",0,8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,"5","0","1"
809,808,"red",0,7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,"5","0","1"
811,810,"red",0,7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,"5","0","1"
813,812,"red",0,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,"5","0","1"
814,813,"red",0,6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,"4","0","1"
816,815,"red",0,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,"5","0","1"
819,818,"red",0,7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,"5","0","1"
820,819,"red",0,9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,"5","0","1"
821,820,"red",0,7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,"5","0","1"
823,822,"red",0,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,"5","0","1"
824,823,"red",0,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,"5","0","1"
825,824,"red",0,7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,"5","0","1"
826,825,"red",0,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,"5","0","1"
828,827,"red",0,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,"5","0","1"
831,830,"red",0,7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,"4","0","1"
833,832,"red",0,10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,"3","0","1"
834,833,"red",0,11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,"4","0","1"
835,834,"red",0,8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,"5","0","1"
836,835,"red",0,7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,"5","0","1"
840,839,"red",0,6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,"5","0","1"
842,841,"red",0,6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,"5","0","1"
844,843,"red",0,7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,"5","0","1"
846,845,"red",0,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,"5","0","1"
847,846,"red",0,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,"5","0","1"
849,848,"red",0,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,"5","0","1"
850,849,"red",0,6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,"5","0","1"
851,850,"red",0,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,"5","0","1"
852,851,"red",0,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,"5","0","1"
853,852,"red",0,8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,"5","0","1"
861,860,"red",0,7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,"5","0","1"
863,862,"red",0,7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,"5","0","1"
864,863,"red",0,7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,"5","0","1"
865,864,"red",0,7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,"5","0","1"
866,865,"red",0,7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,"5","0","1"
872,871,"red",0,6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,"5","0","1"
873,872,"red",0,7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,"4","0","1"
877,876,"red",0,7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,"4","0","1"
880,879,"red",0,7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,"5","0","1"
881,880,"red",0,9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,"5","0","1"
884,883,"red",0,7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,"5","0","1"
886,885,"red",0,8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,"5","0","1"
890,889,"red",0,10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,"5","0","1"
891,890,"red",0,7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,"5","0","1"
892,891,"red",0,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,"5","0","1"
894,893,"red",0,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,"5","0","1"
900,899,"red",0,8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,"3","0","1"
901,900,"red",0,8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,"5","0","1"
906,905,"red",0,9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,"5","0","1"
907,906,"red",0,7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,"5","0","1"
917,916,"red",0,5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,"5","0","1"
921,920,"red",0,9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,"5","0","1"
925,924,"red",0,8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,"5","0","1"
928,927,"red",0,8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,"4","0","1"
929,928,"red",0,8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,"5","0","1"
931,930,"red",0,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,"5","0","1"
932,931,"red",0,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,"5","0","1"
934,933,"red",0,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,"5","0","1"
935,934,"red",0,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,"5","0","1"
